id   |nome                                            |precoCusto|precoVenda|ncm     |referencia    |dataCadastro
10207|SHAMPOO SEDA 350ML CITRIC FRE                   |0.00      |5.5000    |01011090|              |2015-10-12 10:19:37
10208|ESPONJA ACO ASSOLAN 60G 8UN                     |0.50      |1.0000    |01011090|              |2015-10-12 10:19:37
10209|SANDALIA HAV TRAD.N-35/36                       |2.60      |13.0000   |01019090|              |2015-10-12 10:19:37
10210|SANDALIA HAV COLOR N§ 37/38                     |1.30      |13.0000   |01019090|              |2015-10-12 10:19:37
10211|COND SEDA 350ML CITRIC FRESH                    |3.76      |9.4000    |01011090|              |2015-10-12 10:19:37
10212|PASTA BRILHO ALUMIL 500G                        |1.35      |4.5000    |34029021|              |2015-10-12 10:19:37
10213|BEBIDA V.MIORANZA 750ML T.SEC                   |1.80      |5.9900    |220410  |              |2015-10-12 10:19:37
10214|FIO DENTAL LEADER 100M SANIFI                   |0.00      |1.9900    |01011090|              |2015-10-12 10:19:37
10215|TINTURA KOLESTON 72                             |6.10      |15.2500   |01011090|              |2015-10-12 10:19:37
10216|SANDALIA HAV INF.COLOR N-27/2                   |2.20      |11.0000   |01019090|              |2015-10-12 10:19:37
10217|BISC BOLAMEL 800G ROSQ.COCO                     |0.00      |3.2900    |01011090|              |2015-10-12 10:19:37
10218|TINTURA MAXTON 7.6                              |1.64      |5.4500    |01011090|              |2015-10-12 10:19:37
10219|TINTURA MAXTON 5.64                             |0.00      |5.4500    |01011090|              |2015-10-12 10:19:37
10220|SODA CAUSTICA KAVEIRA 1KG                       |0.00      |6.2000    |01011090|              |2015-10-12 10:19:37
10221|ABS INTIMUS GEL C/AB.SUAVE                      |0.32      |3.2000    |56011000|              |2015-10-12 10:19:37
10222|COLA SUPER BONDER 3G                            |1.72      |4.3000    |35061010|              |2015-10-12 10:19:37
10223|PAPEL HIG.DELUXE 4UN NEUTRO                     |1.12      |2.8000    |48181000|              |2015-10-12 10:19:37
10224|SHAMPOO SEDA 350ML LISSAGE                      |0.55      |5.5000    |01011090|              |2015-10-12 10:19:37
10225|CREME P/PENT.SEDA 300ML LISSA                   |2.28      |7.6000    |33059000|              |2015-10-12 10:19:37
10226|CREME TRAT.SEDA 450G LISSAGE                    |1.65      |5.4900    |01011090|              |2015-10-12 10:19:37
10227|ALUM PANELUX PANELA PRES.4,5L                   |0.00      |50.9500   |37013021|              |2015-10-12 10:19:37
10228|INSETICIDA NEOCID PO 50G                        |1.17      |3.9000    |380891  |              |2015-10-12 10:19:37
10229|GUARDANAPO PAPEL ESTREL.50UN                    |0.00      |1.1500    |01011090|              |2015-10-12 10:19:37
10230|TINTURA KOLESTON 80                             |4.59      |15.3000   |01011090|              |2015-10-12 10:19:37
10231|MARGARINA SOYA 1KG                              |1.64      |5.4500    |151790  |              |2015-10-12 10:19:37
10232|OLEO SINGER 100ML                               |0.19      |1.9400    |01011090|              |2015-10-12 10:19:37
10233|BRONZEADOR URUCUM FPS 2 120ML                   |1.38      |3.4500    |01011090|              |2015-10-12 10:19:37
10234|ABS CAREFREE S/AB.REGULAR                       |0.25      |2.5000    |01011090|              |2015-10-12 10:19:37
10235|CADERNO DESENHO CREDEAL 48F C                   |0.85      |2.1300    |01011090|              |2015-10-12 10:19:37
10236|FARINHA MILHO BIJU SINHA 500G                   |1.45      |2.9000    |11022000|              |2015-10-12 10:19:37
10237|MUCILON 400G MILHO                              |1.70      |8.5000    |19011030|              |2015-10-12 10:19:37
10238|VASILHA JAGUAR POTE 2X1 BERLI                   |0.60      |3.0000    |01011090|              |2015-10-12 10:19:37
10239|OLEO AMEND.MULT 100ML                           |0.36      |1.2000    |01011090|              |2015-10-12 10:19:37
10240|LINHA CLEA 1000M 2500                           |2.79      |9.3000    |01011090|              |2015-10-12 10:19:37
10241|LINHA CLEA 1000M 3635                           |0.75      |7.5000    |01011090|              |2015-10-12 10:19:37
10242|CHOC CLASSIC 170G LEITE                         |2.50      |5.0000    |180631  |              |2015-10-12 10:19:37
10243|CHOC GALAK 170G BCO                             |2.10      |4.2000    |180631  |              |2015-10-12 10:19:37
10244|SHAMPOO SNOOPY 200ML CAMOMILA                   |1.14      |3.7900    |01011090|              |2015-10-12 10:19:37
10245|AZEITE LUAR AZUL 200ML                          |0.00      |1.7500    |01011090|              |2015-10-12 10:19:37
10246|MACARRAO LIANE COMUM 500G ESP                   |0.00      |1.2500    |01011090|              |2015-10-12 10:19:37
10247|AMONIA FARMAX 100ML                             |0.06      |0.6000    |01011090|              |2015-10-12 10:19:37
10248|BEBIDA CAN.SERTANEJA 970ML#01                   |0.58      |2.9000    |01011090|              |2015-10-12 10:19:37
10249|SUCO SABORELLE MANGA 240G                       |0.54      |2.7000    |21069010|              |2015-10-12 10:19:37
10250|SUCO SABORELLE CAJU 240G                        |1.08      |2.7000    |21069010|              |2015-10-12 10:19:37
10251|SUCO SABORELLE GOIABA 240G                      |0.00      |2.7000    |21069010|              |2015-10-12 10:19:37
10252|TABUA P/CORTE PLAST.TRITEC                      |0.98      |4.9000    |01011090|              |2015-10-12 10:19:37
10253|PEDRA SAN.POLITRIZ 30G EUCALI                   |0.33      |1.1000    |380850  |              |2015-10-12 10:19:37
10254|MACARRAO LIANE SEMOL.500G LAZ                   |1.61      |3.2100    |01011090|              |2015-10-12 10:19:37
10255|ABS INTIMUS GEL C/AB.NOTUR                      |2.80      |5.6000    |56011000|              |2015-10-12 10:19:37
10256|OLEO SOJA SINHA 900ML PET                       |0.00      |8.0000    |15079011|              |2015-10-12 10:19:37
10257|SUCO SABORELLE GUARANA 240G                     |1.08      |2.7000    |21069010|              |2015-10-12 10:19:37
10258|ALGODAO NATHALIA 25G                            |0.45      |0.8900    |300590  |              |2015-10-12 10:19:37
10259|ACETATO FARMAX 28ML OL.BANANA                   |0.35      |0.7000    |330720  |              |2015-10-12 10:19:37
10260|CARNE IND.MORT.BATAVO 500G                      |0.73      |3.6500    |01011090|              |2015-10-12 10:19:37
10261|VASILHA SBRISSA PENEIRA 12CM                    |0.96      |3.2000    |39241000|              |2015-10-12 10:19:37
10262|EXTRATO TOMATE CAJAMAR 140G                     |0.45      |1.1200    |01011090|              |2015-10-12 10:19:37
10263|SABONETE IARA BRASIL 90G FLOR                   |0.30      |0.6000    |01011090|              |2015-10-12 10:19:37
10264|INSETICIDA BAYGON 300ML AC.TO                   |0.00      |7.6000    |380891  |              |2015-10-12 10:19:37
10265|TINTURA NUTRISSE 666 RUBI                       |3.78      |12.6000   |01011090|              |2015-10-12 10:19:37
10266|DOCE MARMELADA PREDILEC.600G                    |0.97      |9.7000    |200799  |              |2015-10-12 10:19:37
10267|LENCOS UMEDEC.BABY WIPES                        |0.89      |2.9500    |01011090|              |2015-10-12 10:19:37
10268|TINTURA NUTRISSE 210 CAFE AZU                   |0.00      |10.7100   |01011090|              |2015-10-12 10:19:37
10269|SUCO SABORELLE FRUTAS AMARELAS 240G             |0.27      |2.7000    |21069010|              |2015-10-12 10:19:37
10270|SUCO SABORELLE LARANJA/ACEROLA 240G             |0.81      |2.7000    |21069010|              |2015-10-12 10:19:37
10271|CREME MILHO 500G SINHA                          |0.60      |2.0000    |11022000|              |2015-10-12 10:19:37
10272|VIDRO CIV COPO ICE 6X1                          |2.93      |5.8500    |01011090|              |2015-10-12 10:19:37
10273|ACETONA FARMAX 100ML BLUE                       |0.25      |1.2500    |01011090|              |2015-10-12 10:19:37
10274|AMAC YPE 2L TERNURA ROSA                        |1.04      |5.1800    |380991  |              |2015-10-12 10:19:37
10275|BALA FLORESTAL 800G SORTIDA                     |0.60      |3.0000    |170490  |              |2015-10-12 10:19:37
10276|QUEROSENE LUZTOL 900ML                          |0.90      |9.0000    |01011090|              |2015-10-12 10:19:37
10277|LINHA CLEA 1000M 6092                           |0.75      |7.5000    |01011090|              |2015-10-12 10:19:37
10278|SABONETE PALM.SUAVE 150G PET.                   |1.25      |2.5000    |34011190|              |2015-10-12 10:19:37
10279|CANJAO ARR/LEG.MAGGI 200G                       |1.38      |3.4500    |210410  |              |2015-10-12 10:19:37
10280|ACHOC PO SABORELLE 400G#01                      |0.46      |4.6000    |01011090|              |2015-10-12 10:19:37
10281|PAPEL HIG.DELICATE 4UN SOFT                     |0.63      |1.2500    |01011090|              |2015-10-12 10:19:37
10282|CERA LIQ.KI-JOIA 750ML AMAREL                   |0.84      |4.2000    |01011090|              |2015-10-12 10:19:37
10283|CERA LIQ.KI-JOIA 750ML VERMEL                   |0.40      |4.0000    |15211000|              |2015-10-12 10:19:37
10284|CERA LIQ.KI-BRILHO 750ML VERD                   |0.00      |4.0000    |15211000|              |2015-10-12 10:19:37
10285|BALA FLORESTAL 1KG CANELA                       |3.68      |7.3500    |170490  |              |2015-10-12 10:19:37
10286|MUCILON 400G ARROZ                              |3.40      |8.5000    |19011030|              |2015-10-12 10:19:37
10287|VASILHA JAGUAR POTE 2X1 EQUAD                   |0.33      |3.2500    |01011090|              |2015-10-12 10:19:37
10288|COND SKALA 1KG FORCE FRUIT                      |2.26      |4.5200    |01011090|              |2015-10-12 10:19:37
10289|COND SKALA 1KG ABACATE                          |0.62      |6.1500    |330499  |              |2015-10-12 10:19:37
10290|CREME TRATAMENTO SKALA 1KG JABORANDI            |2.34      |7.8000    |33059000|              |2015-10-12 10:19:37
10291|MARGARINA DELICIA 0%GORD.500G                   |2.36      |5.9000    |15171000|              |2015-10-12 10:19:37
10292|MAIONESE PRIMOR 250G VD                         |0.65      |1.2900    |210390  |              |2015-10-12 10:19:37
10293|BALA ICE KISS 700G CEREJA                       |0.41      |4.1300    |170490  |              |2015-10-12 10:19:37
10294|BISC R.NESTLE PASSAT.165G CHO                   |0.98      |1.9500    |230990  |              |2015-10-12 10:19:37
10295|GELATINA SABORELLE 85G UVA                      |0.21      |0.7000    |01011090|              |2015-10-12 10:19:37
10296|GELATINA SABORELLE 85G FRAMBO                   |0.21      |0.7100    |01011090|              |2015-10-12 10:19:37
10297|GELATINA SABORELLE 85G MORANG                   |0.07      |0.7000    |01011090|              |2015-10-12 10:19:37
10298|GELATINA SABORELLE 85G ABACAX                   |0.07      |0.7000    |01011090|              |2015-10-12 10:19:37
10299|BEBIDA CAN.SERTANEJA 600ML                      |1.12      |2.8000    |01011090|              |2015-10-12 10:19:37
10300|LINHA CLEA 1000M 4448                           |0.75      |7.5000    |01011090|              |2015-10-12 10:19:37
10301|SABONETE LUX SUAVE 125G OLEOS                   |0.18      |1.7500    |34011190|              |2015-10-12 10:19:37
10302|VASILHA MILLENIUM TABUA COR.P                   |1.12      |2.8000    |01011090|              |2015-10-12 10:19:37
10303|ABS ALWAYS FL.ABAS BAS.SUA                      |0.00      |3.3500    |01011090|              |2015-10-12 10:19:37
10304|BEBIDA JURUB.RAIZAMA 900ML                      |0.00      |11.7000   |22060090|              |2015-10-12 10:19:37
10305|CREME DENT.COLG.180G MAX.PROT                   |0.00      |5.7000    |33061000|              |2015-10-12 10:19:37
10306|DOCE GOIABADA SABOREL.500G                      |0.00      |4.4000    |20079990|              |2015-10-12 10:19:37
10307|PAPEL HIG.MILI BIANCO 4UN PER                   |0.47      |1.5500    |01011090|              |2015-10-12 10:19:37
10308|AZEITONA LA PREFER.200G C/CAR                   |0.65      |2.1500    |01011090|              |2015-10-12 10:19:37
10309|SABONETE LUX SUAVE 90G OLEOS                    |0.62      |1.5500    |34011190|              |2015-10-12 10:19:37
10310|AGUA SANITARIA BIG BAO 1L                       |0.48      |1.6000    |28289011|              |2015-10-12 10:19:37
10311|SABONETE PHEBO 90G ODOR DE RO                   |0.00      |3.8000    |34011190|              |2015-10-12 10:19:37
10312|AMAC YPE 2L CARINHO AMARELO                     |1.55      |5.1800    |380991  |              |2015-10-12 10:19:37
10313|COCO RALAD.LA PREFER.50G ADOC                   |0.27      |0.8900    |080111  |              |2015-10-12 10:19:37
10314|CORANTE LIQ.XADREZ 50ML LARAN                   |0.93      |1.8500    |320611  |              |2015-10-12 10:19:37
10315|CERA LIQ.ARDOSIA 850ML INCOLO                   |2.46      |8.2000    |01011090|              |2015-10-12 10:19:37
10316|SACO P/LIXO 50L LIXOPLAS                        |1.72      |4.3000    |39232910|              |2015-10-12 10:19:37
10317|ACHOC PO SABORELLE 400G#02                      |2.30      |4.6000    |01011090|              |2015-10-12 10:19:37
10318|ALVEJANTE PEDRA PEDREX 2L                       |1.15      |11.5000   |30029010|              |2015-10-12 10:19:37
10319|AMENDOIM PACHA 500G                             |3.55      |7.1000    |44079960|              |2015-10-12 10:19:37
10320|EXTRATO TOMATE GOIALLI 350G                     |0.30      |3.0000    |20029090|              |2015-10-12 10:19:37
10321|CREME DENT.COLG.70G M.REFRESC                   |0.20      |0.9900    |01011090|              |2015-10-12 10:19:37
10322|SABONETE PALM.SUAVE 150G MANT                   |0.40      |1.9900    |34011190|              |2015-10-12 10:19:37
10323|BISC SUPREMO 400G CR.CRACKER                    |0.62      |1.5500    |01011090|              |2015-10-12 10:19:37
10324|CHOC ERLAN 350G FAMILIA                         |1.82      |4.5500    |01011090|              |2015-10-12 10:19:37
10325|COND SEDA 350ML CAST.INTENSO                    |3.76      |9.4000    |01011090|              |2015-10-12 10:19:37
10326|CREME P/PENT.SEDA 300ML L.RAD                   |0.00      |4.5700    |01011090|              |2015-10-12 10:19:37
10327|CREME P/PENT.SEDA 300ML V.VIB                   |2.29      |4.5700    |01011090|              |2015-10-12 10:19:37
